-0.39247,0.2373,-0.027755,-0.23439,1.4123,0.23937,1
-0.38375,0.22309,0.050536,-0.30255,1.4222,0.27175,1
-0.39123,0.23438,0.020381,-0.30723,1.4118,0.2948,1
-0.37912,0.22615,0.059629,-0.30681,1.4258,0.27573,1
-0.21923,0.072478,0.86155,-0.53025,1.4567,0.64194,1
-0.19867,0.097953,0.87959,-0.54568,1.4768,0.64918,1
-0.22501,0.094852,0.85878,-0.57997,1.4213,0.7822,1
-0.2589,0.13831,0.7105,-0.57512,1.3893,0.81758,1
-0.21142,0.10588,0.87025,-0.57954,1.4405,0.759,1
-0.070621,0.032827,1.0473,0.13323,1.3629,0.77883,1
-0.14011,0.034341,1.057,-0.33052,1.4288,0.7497,1
-0.14441,0.066096,1.0189,-0.39785,1.4533,0.72643,1
0.099627,-0.23565,1.1086,0.13552,1.4348,0.54943,1
0.058687,-0.12352,1.0539,0.50588,1.3368,0.67349,1
-0.0017968,-0.084604,1.2134,-0.15596,1.4433,0.73216,1
0.051225,-0.084144,1.1944,0.44693,1.3319,0.79675,1
0.056078,-0.093028,1.1886,0.45148,1.3337,0.78467,1
0.014555,-0.18258,1.123,0.5048,1.2857,0.73224,1
-0.49811,0.1905,-0.41168,-0.57362,0.98896,1.3117,1
0.017927,-0.084271,1.1915,0.44972,1.3074,0.82217,1
0.024481,-0.69428,1.0422,0.37137,0.90076,1.3927,1
-0.0658,-0.084833,1.2065,-0.11477,1.3874,0.78721,1
-0.0068281,-0.010664,1.0956,0.45865,1.3128,0.80784,1
-0.17588,0.091416,0.23529,0.7188,1.2664,0.38468,1
-0.26279,0.13459,-0.19741,0.81557,1.2088,0.27735,1
-0.47145,0.26758,-0.69869,0.27001,1.277,0.054693,1
-0.44564,0.26334,-0.63553,0.36434,1.3153,-0.053173,1
-0.33171,0.18903,-0.36197,0.65852,1.2716,0.087196,1
-0.37841,0.17209,-0.59559,0.43416,1.3262,-0.10997,1
-0.34741,-0.062425,-0.69295,-0.26444,1.1762,0.46149,1
-0.51599,0.26254,-0.56588,-0.30273,1.2063,0.54145,1
-0.52596,-0.052271,-0.77698,-0.13911,1.1285,0.28773,1
-0.48347,0.27175,-0.67838,0.15294,1.2763,0.11382,1
-0.39038,-0.40609,-0.30737,0.022449,1.2892,-0.25902,1
-0.44968,0.26732,-0.57071,0.23968,1.3351,-0.02291,1
-0.29323,0.052082,-0.34795,0.16946,1.4,-0.10322,1
-0.028676,-0.4279,-0.13567,-0.23053,1.3863,0.090537,1
-0.16061,-0.56557,-0.027562,-0.030234,1.4032,-0.32253,1
-0.091061,-0.18893,0.29169,-0.26306,1.5247,0.015322,1
0.32286,-0.8388,0.77625,-0.5061,1.415,0.52259,1
0.073567,-0.33979,0.86624,-0.4125,1.5741,0.21802,1
-0.14709,-0.88443,-0.033615,0.075583,1.3373,-0.48141,1
0.10975,-0.72102,-0.24249,-0.27466,1.2841,0.25952,1
-0.085201,-0.58171,-0.80202,-0.33228,1.0344,0.69332,1
-0.19743,-0.89839,-0.19282,0.27389,1.2717,-0.53069,1
-0.24261,-0.87259,-0.15391,0.11666,1.2771,-0.48231,1
-0.057058,-0.56927,-0.879,0.098345,1.0403,0.47189,1
-0.093873,-0.56821,-0.80794,-0.33165,1.0338,0.69467,1
-0.38744,-0.24105,-0.68629,0.67223,1.2081,-0.3379,1
